t,mode,fdi_on,fdi_type,fdi_detected,s,x,y,x_ref,y_ref,r_pos,r_th,v_out,w_out,v_main,w_main
28.26573419570923,dt,0,bias,1,0.48281949986385275,0.36450466594837233,3.3471973608540897,0.39454445831146456,3.378897598247089,0.0,0.0,0.032562990525322424,-0.10357878465629926,0.07683749055844762,0.026668887336921923
28.315743923187256,dt,0,bias,1,0.48336087725420646,0.3649541572506146,3.3459091253192534,0.39658886053962505,3.375830994904849,0.0,0.0,0.027288042978609976,-0.10777911494278727,0.07873216899874647,0.01954374808852906
28.36596179008484,dt,0,bias,1,0.48379886532315525,0.36545725100822474,3.3444418936237357,0.39820980512064114,3.37332943318946,0.0,0.0,0.03102174835355376,-0.04269745521580748,0.04444677700956373,0.007341076655702595
28.416308164596558,dt,0,bias,1,0.4841724857046509,0.3660570402467356,3.3426804096753573,0.39948992936347283,3.3711315081082365,0.0,0.0,0.037215979530454024,0.002294465144107142,0.04534096985759681,0.0043557685604646065
28.465821504592896,dt,0,bias,1,0.48451439812890224,0.36664987514920505,3.340940003882546,0.4006614135888713,3.3691201138426567,0.0,0.0,0.03677208476677337,-0.03863064962832346,0.04582453363625537,-0.000363215932422372
28.51670265197754,dt,0,bias,1,0.4848331581089905,0.36718907088101227,3.3393469938498126,0.4017535712932291,3.367244920224146,0.0,0.0,0.033635772633242605,-0.06700411125275862,0.04606268277568479,-0.0028116626533663275
28.567287921905518,dt,0,bias,1,0.48512890904416023,0.3676647382484441,3.337926014849209,0.40276689380105185,3.3655050836670437,0.0,0.0,0.029969589684181556,-0.08605392285058483,0.04622317248547101,-0.0035859170394212103
28.617868661880493,dt,0,bias,1,0.4854005938976944,0.3680832952402775,3.3366575382865618,0.4036977594193221,3.3639068224817703,0.0,0.0,0.026714960193849453,-0.09819032150419127,0.046349256776814174,-0.003117117982398915
28.668329000473022,dt,0,bias,1,0.4857193729768182,0.3684561977883353,3.3355084945744164,0.4047899825621291,3.362031516507908,0.0,0.0,0.024160776169391454,-0.10561512166863021,0.04692320524058742,-0.0026961425322562863
28.718826055526733,dt,0,bias,1,0.4859949179184719,0.36879566813653086,3.3344433423613697,0.4057340738838833,3.360410547288187,0.0,0.0,0.02235879562286022,-0.10942674093965005,0.04730621472492692,-0.0013313391989905575
28.768993377685547,dt,0,bias,1,0.4862362442777114,0.3691127339474366,3.333429346011067,0.40655486212312186,3.3589874937946598,0.0,0.0,0.021248240650676452,-0.1105102206893607,0.14736672785045343,0.026415977389218505
28.82048225402832,main,0,bias,0,0.4864511641732098,0.36942419209863114,3.332413613198302,0.40724495325014143,3.357697323426754,0.0,0.0,0.021248240650676452,-0.1105102206893607,0.14733046296406455,0.031924128053956766
